id	text	count
33	now, as a member of my team, you can make the equally-useful observations that the sky is blue, i'm wearing pants, and i'm ignoring your first observation.	6810
34	sometimes, the best way to connect with someone is stop thinking about them and focus on yourself.	6769
35	all this time i've been blind to this waking life now i see it everywhere 'cause i'm not lost just looking for the prince yeah and i'm taking it one day at a time hey.	6697
36	foreman, since telling people how to do their job is your job, but when your less-than-competent administration of this hospital affects what's written on my whiteboard.	6690
37	they'll zip you up and dress you down and stand you in a row but you know you don't have to you can just say no okay.	6690
38	then you have creepy neighbors, because there were photos of you and your kids all over.	6683
39	of course i do, but this is about your daughter too and i'm not gonna do something like this without your support.	6675
40	your drinking wasn't funny then, and it's not funny now.	6658
41	if you're asking if your job is safe, that depends on what you have to say about the file you're holding.	6586
42	and you're here in my heart like when i gave you that necklace that you just dumped in the ocean.	6569
43	okay, and i'm sure you're a nice person, but i just moved from atlanta, and it's my first time at this gym, so definitely don't know who this taub guy is, but i already agree.	6542
44	your shoes-- a different, expensive pair every day, but never leather, which means you're both rich and liberal.	6455
45	can you dispute the possibility that, had you visited the patient sooner, maybe talked to the wife, been directed to one of the students, that this case might have ended very differently?	6437
46	i can't decide whether to take out an i told you so ad in the new england journal or stay classy and just spray-paint it on your car.	6431
47	on the other hand, maybe you're fat enough to get diabetes even without him.	6380
48	i may be a little out of bounds here, but in case there are complications, it might be a good time to come clean to your son, let his father visit.	6353
49	i gather from the silence that either you all agree with chase or you're just staring at his emasculated brow.	6347
50	you don't think i knew house was gonna tell you to ignore me and not do the ultrasound?	6335
51	you told the mom something you want to believe because you don't want to believe that this girl might be doing fine parent-free.	6286
52	you have to tell the new doctors that he needs total body radiation and plasmapheresis.	6275
53	like an idiot, i went out with my girlfriends to pretend i have a life, when all i did was flirt with guys who'd have no interest in a mom, miss the baby i couldn't wait to get rid of, and then get yelled at by my mom for staying out too late.	6265
54	and your perverse view of the world is making you force a neurological component onto an obviously cardiological-- your parents didn't love you enough.	6261
55	my theory is that you're running a battery of tests to convince him that you saved his life, then con him into funding you to hire back your team.	6251
56	we know there are some issues there, but your bone marrow could cure him.	6243
57	unless one of your index cards actually predicted the guy was gonna punch his wife, everything you're saying is post hoc rationalization.	6236
58	if you kept him on them like i said, he wouldn't have gotten agitated and punched his wife.	6225
59	and although his kids are old enough to want daddy dead, they're still to young to do anything about it.	6221
60	this is what you said you wanted, but you're actually more upset now that her husband knows.	6194
61	now, i love you and all, my brother, but not as much as i love my gang of crazy, roided-out nazi bitches.	6188
62	that the defendant couldn't have possibly committed the robbery because he was with you watching martin brodeur shut out the rangers.	6187
63	did you and the defendant spend the evening of october 8th watching the devils game on tv, or did you just read about the game in the chronicle while concocting this false alibi?	6186
64	it says that you're healthy, you're going back to work, and you're signing the lease that officially moves the company to china.	6174
65	there is a way that you can get your money back.	6161
66	and then what happened?	6154
67	you haven't gotten two consecutive minutes without using the word loyalty, which explains the anger and the low self-esteem, and the desire to feel pretty.	6132
68	if you're motivated by caring, just bear in mind he's a dedicated chemistry teacher with a pretty wife and adoring students, baby on the way.	6124
69	yeah, well, it's probably not a good idea, you know, with us working together.	6100
70	because he sees insecurity, and when house senses weakness, he pounces, and because his insecurity is the fact that other people can have faith and don't have the obsessive need for physical proof.	6099
71	all right, i admit that my natural impulse is to doubt peoples' claims to happiness, but yours is to be a sucker for them.	6095
72	well, if that gift is related to what brought me here, you'll understand if i wanna check the returns policy.	6089
73	half the time you bring your cars into my garage, there's nothing wrong with them.	6084
74	the bet's that i'll get fired after my hearing! i'll take that action too, but you're already a c-note in the hole.	6083
75	the fact that she didn't burst into tears tells me that you never thought he was your dad.	6082
76	if i were to exonerate him, condone his completely reckless, immature, almost misanthropic behavior, i would essentially be sending a message to all the other doctors in this hospital that it's okay to act that way and-- sorry.	6072
77	i got these weird pains in my elbows and in my knees-- you know, what's weirder is how the clinic is a large room and you somehow confused me with it.	6068
78	at least as good as the other 12 times that i've called and paged you in the last three weeks.	6064
79	you're not doing this out of the kindness of your heart.	6049
80	the facts say you should be suspended, which, from what i understand, would mean a revocation of your parole.	6043
81	gotta build and destroy then rebuild and destroy oh, i'm gonna build, build, build destroy then rebuild and destroy why am i watching you cut your hair?	6040
82	you know, i'm sure you're a nice person and you have no idea what you've gotten sucked into, but, really, i'm not interested.	6038
83	what happened the last time another doctor told you i was wrong about a case?	6012
84	why do i need the pen that you always carry around and never write with?	6011
85	if you weren't wrestling with this, i'd say there's something really wrong with you.	5999
86	it's diffused into your skin, and the only way to get rid of it is to get new skin.	5997
87	i also ran the spinal fluid test, and you were right that andrews was wrong.	5984
88	unfortunately, the patuxent river naval air station was gps testing and disrupted the signal, at the exact, same 45 minutes you weren't here.	5982
89	you're testifying, for the record, that you actually used the phrasing unsquint your eyes ?	5976
90	what you actually did was make her emotional and make the board members see her as a victim.	5971
91	working in prison, you learned criminals rarely target random strangers, and you've got more money than you know what to do with, so anything that seems different and fun's worth trying.	5960
92	don't you think she deserves to know why her husband won't bend her over the kitchen counter?	5954
93	i didn't put that there! you're gonna lie to my face, you lying son of a bitch! what?	5944
94	is that your hand near her nether regions?	5938
95	you drove your car into your ex-girlfriend's house and then fled the country for three months.	5937
96	despite the fact that i know there's a gun in here, i'd never find it because you are more devious-- - clever.	5935
97	and you ain't gonna rat me out neither, 'cause you don't wanna get a snitch jacket and wind up shanked in the showers.	5933
98	you hold her hand, get the sister to beg, stick your fingers in your ears, pretend you can't hear.	5921
99	which she'll prove when her parents show up and you start protecting her from them.	5915
100	'cause if it's the same as yesterday you know i'm out just so you know because, because our paths, they cross dad.	5910
