id	text	count
DtFL5ALCABD3EQA--A-B 2953	ILSA.DtFL5ALCABD3EQA--A-B AS::mi-DO Dream AS.2953	10
DtFL5ALCABD3EQA--A-B 2953	ILSA.DtFL5ALCABD3EQA--A-B ILSA::mi-DO 1.6 4AT Dream I AS.2953	10
DtFL5ALCABD3EQA-BAAC 20646	ILSA.DtFL5ALCABD3EQA-BAAC AS::mi-DO Dream AS.20646	13
DtFL5ALCABD3EQA-BAAC 20646	ILSA.DtFL5ALCABD3EQA-BAAC ILSA::mi-DO 1.6 4AT Dream II AS.20646	13
DtFL5ALCABD3EQA-BAAC 27279	ILSA.DtFL5ALCABD3EQA-BAAC AS::mi-DO Dream II  AS.27279	13
DtFL5ALCABD3EQA-BAAC 27279	ILSA.DtFL5ALCABD3EQA-BAAC ILSA::mi-DO 1.6 4AT Dream II AS.27279	13
DtFL5ALCABD3EQA-BAAC 2953	ILSA.DtFL5ALCABD3EQA-BAAC AS::mi-DO Dream AS.2953	13
DtFL5ALCABD3EQA-BAAC 2953	ILSA.DtFL5ALCABD3EQA-BAAC ILSA::mi-DO 1.6 4AT Dream II AS.2953	13
DtFL5ALCFBD3EQA--A-B 20645	ILSA.DtFL5ALCFBD3EQA--A-B AS::mi-DO Dream AS.20645	6
DtFL5ALCFBD3EQA--A-B 20645	ILSA.DtFL5ALCFBD3EQA--A-B ILSA::mi-DO 1.6 5MT Dream I AS.20645	6
DtFL5ALCFBD3EQA--A-B 27274	ILSA.DtFL5ALCFBD3EQA--A-B AS::mi-DO Dream I  AS.27274	6
DtFL5ALCFBD3EQA--A-B 27274	ILSA.DtFL5ALCFBD3EQA--A-B ILSA::mi-DO 1.6 5MT Dream I AS.27274	6
DtFL5ALCFBD3EQA--A-B 2955	ILSA.DtFL5ALCFBD3EQA--A-B AS::mi-DO Dream AS.2955	6
DtFL5ALCFBD3EQA--A-B 2955	ILSA.DtFL5ALCFBD3EQA--A-B ILSA::mi-DO 1.6 5MT Dream I AS.2955	6
DtFL5ALCFBD3EQA-BAAC 20645	ILSA.DtFL5ALCFBD3EQA-BAAC AS::mi-DO Dream AS.20645	11
DtFL5ALCFBD3EQA-BAAC 20645	ILSA.DtFL5ALCFBD3EQA-BAAC ILSA::mi-DO 1.6 5MT Dream II AS.20645	11
DtFL5ALCFBD3EQA-BAAC 27277	ILSA.DtFL5ALCFBD3EQA-BAAC AS::mi-DO Dream II  AS.27277	11
DtFL5ALCFBD3EQA-BAAC 27277	ILSA.DtFL5ALCFBD3EQA-BAAC ILSA::mi-DO 1.6 5MT Dream II AS.27277	11
DtFL5ALCFBD3EQA-BAAC 2955	ILSA.DtFL5ALCFBD3EQA-BAAC AS::mi-DO Dream AS.2955	11
DtFL5ALCFBD3EQA-BAAC 2955	ILSA.DtFL5ALCFBD3EQA-BAAC ILSA::mi-DO 1.6 5MT Dream II AS.2955	11
KIA2S6D261FDBAT 26244	ILSA.KIA2S6D261FDBAT AS::Ceed Comfort FCC AS.26244	92
KIA2S6D261FDBAT 26244	ILSA.KIA2S6D261FDBAT ILSA::cee'd Comfort 2018 FWC 1.6 6AT AS.26244	92
KIA2S6D261FDBAT 26945	ILSA.KIA2S6D261FDBAT AS::Ceed Comfort RED Line AS.26945	92
KIA2S6D261FDBAT 26945	ILSA.KIA2S6D261FDBAT ILSA::cee'd Comfort 2018 FWC 1.6 6AT AS.26945	92
KIA2S6D261FDBAT 28605	ILSA.KIA2S6D261FDBAT AS::Ceed Comfort 2018 FWC AS.28605	92
KIA2S6D261FDBAT 28605	ILSA.KIA2S6D261FDBAT ILSA::cee'd Comfort 2018 FWC 1.6 6AT AS.28605	92
KIA2S6D261FGSS4 26245	ILSA.KIA2S6D261FGSS4 AS::Ceed Luxe FCC  AS.26245	85
KIA2S6D261FGSS4 26245	ILSA.KIA2S6D261FGSS4 ILSA::cee'd Luxe 2018 FWC 1.6 6AT AS.26245	85
KIA2S6D261FGSS4 26946	ILSA.KIA2S6D261FGSS4 AS::Ceed Luxe RED Line AS.26946	85
KIA2S6D261FGSS4 26946	ILSA.KIA2S6D261FGSS4 ILSA::cee'd Luxe 2018 FWC 1.6 6AT AS.26946	85
KIA2S6D261FGSS4 28606	ILSA.KIA2S6D261FGSS4 AS::Ceed Luxe 2018 FWC AS.28606	85
KIA2S6D261FGSS4 28606	ILSA.KIA2S6D261FGSS4 ILSA::cee'd Luxe 2018 FWC 1.6 6AT AS.28606	85
KIA2W5D261FDBAV 26246	ILSA.KIA2W5D261FDBAV AS::Ceed_SW Comfort FCC  AS.26246	80
KIA2W5D261FDBAV 26246	ILSA.KIA2W5D261FDBAV ILSA::cee'd_sw Comfort 2018 FWC 1.6 6AT AS.26246	80
KIA2W5D261FDBAV 26947	ILSA.KIA2W5D261FDBAV AS::Ceed_SW Comfort RED Line AS.26947	80
KIA2W5D261FDBAV 26947	ILSA.KIA2W5D261FDBAV ILSA::cee'd_sw Comfort 2018 FWC 1.6 6AT AS.26947	80
KIA2W5D261FDBAV 28607	ILSA.KIA2W5D261FDBAV AS::Ceed_SW Comfort 2018 FWC AS.28607	80
KIA2W5D261FDBAV 28607	ILSA.KIA2W5D261FDBAV ILSA::cee'd_sw Comfort 2018 FWC 1.6 6AT AS.28607	80
KIA2W5D261FGSS5 26247	ILSA.KIA2W5D261FGSS5 AS::Ceed_SW Luxe FCC  AS.26247	61
KIA2W5D261FGSS5 26247	ILSA.KIA2W5D261FGSS5 ILSA::cee'd_sw Luxe 2018 FWC 1.6 6AT AS.26247	61
KIA2W5D261FGSS5 26948	ILSA.KIA2W5D261FGSS5 AS::Ceed_SW Luxe RED Line AS.26948	61
KIA2W5D261FGSS5 26948	ILSA.KIA2W5D261FGSS5 ILSA::cee'd_sw Luxe 2018 FWC 1.6 6AT AS.26948	61
KIA2W5D261FGSS5 28608	ILSA.KIA2W5D261FGSS5 AS::Ceed_SW Luxe 2018 FWC AS.28608	61
KIA2W5D261FGSS5 28608	ILSA.KIA2W5D261FGSS5 ILSA::cee'd_sw Luxe 2018 FWC 1.6 6AT AS.28608	61
KIC5W72FC5GGBJS 4661	ILSA.KIC5W72FC5GGBJS AS::Sorento_Prime Premium AS.4661	4
KIC5W72FC5GGBJS 4661	ILSA.KIC5W72FC5GGBJS ILSA::Sorento_Prime Premium 2.2d 6AT 4X4 AS.4661	4
KIC5W72FC5GGBJS 4662	ILSA.KIC5W72FC5GGBJS AS::Sorento_Prime Premium AS.4662	4
KIC5W72FC5GGBJS 4662	ILSA.KIC5W72FC5GGBJS ILSA::Sorento_Prime Premium 2.2d 6AT 4X4 AS.4662	4
KIC5W72FC5GGBJT 4661	ILSA.KIC5W72FC5GGBJT AS::Sorento_Prime Premium AS.4661	12
KIC5W72FC5GGBJT 4661	ILSA.KIC5W72FC5GGBJT ILSA::Sorento_Prime Premium 2.2d 6AT 4X4 AS.4661	12
KIC5W72FC5GGBJT 4662	ILSA.KIC5W72FC5GGBJT AS::Sorento_Prime Premium AS.4662	12
KIC5W72FC5GGBJT 4662	ILSA.KIC5W72FC5GGBJT ILSA::Sorento_Prime Premium 2.2d 6AT 4X4 AS.4662	12
KIC5W72FC5KGCPG 27948	ILSA.KIC5W72FC5KGCPG AS::Sorento_Prime 2.2 CRDi 7m Prestige  AS.27948	83
KIC5W72FC5KGCPG 27948	ILSA.KIC5W72FC5KGCPG ILSA::Sorento_Prime Prestige 2.2d 8AT 4X4 AS.27948	83
KIC5W72FC5KGCPG 28439	ILSA.KIC5W72FC5KGCPG AS::Sorento_Prime 2.2 CRDi 7m Prestige  AS.28439	83
KIC5W72FC5KGCPG 28439	ILSA.KIC5W72FC5KGCPG ILSA::Sorento_Prime Prestige 2.2d 8AT 4X4 AS.28439	83
KIC5W72FC5KGCPG 4663	ILSA.KIC5W72FC5KGCPG AS::Sorento_Prime Prestige AS.4663	83
KIC5W72FC5KGCPG 4663	ILSA.KIC5W72FC5KGCPG ILSA::Sorento_Prime Prestige 2.2d 8AT 4X4 AS.4663	83
KIC5W72FC5KGCPG 4664	ILSA.KIC5W72FC5KGCPG AS::Sorento_Prime Prestige AS.4664	83
KIC5W72FC5KGCPG 4664	ILSA.KIC5W72FC5KGCPG ILSA::Sorento_Prime Prestige 2.2d 8AT 4X4 AS.4664	83
KIC5W72FC5KGCPL 4661	ILSA.KIC5W72FC5KGCPL AS::Sorento_Prime Premium AS.4661	54
KIC5W72FC5KGCPL 4661	ILSA.KIC5W72FC5KGCPL ILSA::Sorento_Prime Premium 2.2d 8AT 4X4 AS.4661	54
KIC5W72FC5KGCPL 4662	ILSA.KIC5W72FC5KGCPL AS::Sorento_Prime Premium AS.4662	54
KIC5W72FC5KGCPL 4662	ILSA.KIC5W72FC5KGCPL ILSA::Sorento_Prime Premium 2.2d 8AT 4X4 AS.4662	54
KIDYS4D161BD108 20666	ILSA.KIDYS4D161BD108 AS::Rio Comfort AS.20666	1
KIDYS4D161BD108 20666	ILSA.KIDYS4D161BD108 ILSA::Rio_sedan Comfort 1.4 4AT AS.20666	1
KIDYS4D161BD108 25902	ILSA.KIDYS4D161BD108 AS::Rio Comfort ЭРА-ГЛОНАСС AS.25902	1
KIDYS4D161BD108 25902	ILSA.KIDYS4D161BD108 ILSA::Rio_sedan Comfort 1.4 4AT AS.25902	1
La2121450010 25785	ILSA.La2121450010 AS::4x4_3-дв Standart/011 AS.25785	6
La2121450010 25785	ILSA.La2121450010 ILSA::4x4_3дв Standard 1.7 5MT AS.25785	6
La2121450010 28617	ILSA.La2121450010 AS::4x4_3-дв Standard AS.28617	6
La2121450010 28617	ILSA.La2121450010 ILSA::4x4_3дв Standard 1.7 5MT AS.28617	6
La2121450010 4754	ILSA.La2121450010 AS::4x4_3-дв Standard AS.4754	6
La2121450010 4754	ILSA.La2121450010 ILSA::4x4_3дв Standard 1.7 5MT AS.4754	6
La2121450040 25785	ILSA.La2121450040 AS::4x4_3-дв Standart/011 AS.25785	679
La2121450040 25785	ILSA.La2121450040 ILSA::4x4_3дв Classic 1.7 5MT AS.25785	679
La2121450040 28617	ILSA.La2121450040 AS::4x4_3-дв Standard AS.28617	679
La2121450040 28617	ILSA.La2121450040 ILSA::4x4_3дв Classic 1.7 5MT AS.28617	679
La2121450040 29689	ILSA.La2121450040 AS::4x4_3-дв Classic AS.29689	679
La2121450040 29689	ILSA.La2121450040 ILSA::4x4_3дв Classic 1.7 5MT AS.29689	679
La2121450040 4754	ILSA.La2121450040 AS::4x4_3-дв Standard AS.4754	679
La2121450040 4754	ILSA.La2121450040 ILSA::4x4_3дв Classic 1.7 5MT AS.4754	679
La2121452022 26204	ILSA.La2121452022 AS::4x4_3-дв Luxe/40th Anniversary AS.26204	1
La2121452022 26204	ILSA.La2121452022 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26204	1
La2121452022 26205	ILSA.La2121452022 AS::4x4_5-дв Luxe/40th Anniversary AS.26205	1
La2121452022 26205	ILSA.La2121452022 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26205	1
La2121452022 26576	ILSA.La2121452022 AS::4x4_3-дв Luxe/Anniversary AS.26576	1
La2121452022 26576	ILSA.La2121452022 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26576	1
La2121452023 26204	ILSA.La2121452023 AS::4x4_3-дв Luxe/40th Anniversary AS.26204	3
La2121452023 26204	ILSA.La2121452023 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26204	3
La2121452023 26205	ILSA.La2121452023 AS::4x4_5-дв Luxe/40th Anniversary AS.26205	3
La2121452023 26205	ILSA.La2121452023 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26205	3
La2121452023 26576	ILSA.La2121452023 AS::4x4_3-дв Luxe/Anniversary AS.26576	3
La2121452023 26576	ILSA.La2121452023 ILSA::4x4_3дв Anniversary 1.7 5MT AS.26576	3
La2121458014 20526	ILSA.La2121458014 AS::4x4_5-дв Luxe AS.20526	191
La2121458014 20526	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.20526	191
La2121458014 25090	ILSA.La2121458014 AS::4x4_3-дв Люкс/091 AS.25090	191
La2121458014 25090	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.25090	191
La2121458014 25098	ILSA.La2121458014 AS::4x4_3-дв Люкс/Кондиционер AS.25098	191
La2121458014 25098	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.25098	191
La2121458014 25786	ILSA.La2121458014 AS::4x4_3-дв Luxe/011 AS.25786	191
La2121458014 25786	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.25786	191
La2121458014 28618	ILSA.La2121458014 AS::4x4_3-дв Luxe AS.28618	191
La2121458014 28618	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.28618	191
La2121458014 4739	ILSA.La2121458014 AS::4x4_3-дв Luxe AS.4739	191
La2121458014 4739	ILSA.La2121458014 ILSA::4x4_3дв Luxe 1.7 5MT AS.4739	191
La2121458015 25090	ILSA.La2121458015 AS::4x4_3-дв Люкс/091 AS.25090	9
La2121458015 25090	ILSA.La2121458015 ILSA::4x4_3дв Luxe 1.7 5MT AS.25090	9
La2121458015 25098	ILSA.La2121458015 AS::4x4_3-дв Люкс/Кондиционер AS.25098	9
La2121458015 25098	ILSA.La2121458015 ILSA::4x4_3дв Luxe 1.7 5MT AS.25098	9
La2121458015 25786	ILSA.La2121458015 AS::4x4_3-дв Luxe/011 AS.25786	9
La2121458015 25786	ILSA.La2121458015 ILSA::4x4_3дв Luxe 1.7 5MT AS.25786	9
La2121458015 28618	ILSA.La2121458015 AS::4x4_3-дв Luxe AS.28618	9
La2121458015 28618	ILSA.La2121458015 ILSA::4x4_3дв Luxe 1.7 5MT AS.28618	9
La2121458015 4739	ILSA.La2121458015 AS::4x4_3-дв Luxe AS.4739	9
La2121458015 4739	ILSA.La2121458015 ILSA::4x4_3дв Luxe 1.7 5MT AS.4739	9
La2121458017 25090	ILSA.La2121458017 AS::4x4_3-дв Люкс/091 AS.25090	15
La2121458017 25090	ILSA.La2121458017 ILSA::4x4_3дв Luxe 1.7 5MT AS.25090	15
La2121458017 25098	ILSA.La2121458017 AS::4x4_3-дв Люкс/Кондиционер AS.25098	15
La2121458017 25098	ILSA.La2121458017 ILSA::4x4_3дв Luxe 1.7 5MT AS.25098	15
La2121458017 25786	ILSA.La2121458017 AS::4x4_3-дв Luxe/011 AS.25786	15
La2121458017 25786	ILSA.La2121458017 ILSA::4x4_3дв Luxe 1.7 5MT AS.25786	15
La2121458017 28618	ILSA.La2121458017 AS::4x4_3-дв Luxe AS.28618	15
La2121458017 28618	ILSA.La2121458017 ILSA::4x4_3дв Luxe 1.7 5MT AS.28618	15
La2121458017 4739	ILSA.La2121458017 AS::4x4_3-дв Luxe AS.4739	15
La2121458017 4739	ILSA.La2121458017 ILSA::4x4_3дв Luxe 1.7 5MT AS.4739	15
La2121458044 25090	ILSA.La2121458044 AS::4x4_3-дв Люкс/091 AS.25090	181
La2121458044 25090	ILSA.La2121458044 ILSA::4x4_3дв Luxe 1.7 5MT AS.25090	181
La2121458044 25098	ILSA.La2121458044 AS::4x4_3-дв Люкс/Кондиционер AS.25098	181
La2121458044 25098	ILSA.La2121458044 ILSA::4x4_3дв Luxe 1.7 5MT AS.25098	181
La2121458044 25786	ILSA.La2121458044 AS::4x4_3-дв Luxe/011 AS.25786	181
La2121458044 25786	ILSA.La2121458044 ILSA::4x4_3дв Luxe 1.7 5MT AS.25786	181
La2121458044 28618	ILSA.La2121458044 AS::4x4_3-дв Luxe AS.28618	181
La2121458044 28618	ILSA.La2121458044 ILSA::4x4_3дв Luxe 1.7 5MT AS.28618	181
La2121458044 4739	ILSA.La2121458044 AS::4x4_3-дв Luxe AS.4739	181
La2121458044 4739	ILSA.La2121458044 ILSA::4x4_3дв Luxe 1.7 5MT AS.4739	181
La2131052014 20526	ILSA.La2131052014 AS::4x4_5-дв Luxe AS.20526	84
La2131052014 20526	ILSA.La2131052014 ILSA::4x4_5дв Luxe 1.7 5MT AS.20526	84
La2131052014 25927	ILSA.La2131052014 AS::4x4_5-дв Luxe/Кондиционер AS.25927	84
La2131052014 25927	ILSA.La2131052014 ILSA::4x4_5дв Luxe 1.7 5MT AS.25927	84
La2131052014 28618	ILSA.La2131052014 AS::4x4_3-дв Luxe AS.28618	84
La2131052014 28618	ILSA.La2131052014 ILSA::4x4_5дв Luxe 1.7 5MT AS.28618	84
La2131052023 26204	ILSA.La2131052023 AS::4x4_3-дв Luxe/40th Anniversary AS.26204	3
La2131052023 26204	ILSA.La2131052023 ILSA::4x4_5дв Anniversary 1.7 5MT AS.26204	3
La2131052023 26205	ILSA.La2131052023 AS::4x4_5-дв Luxe/40th Anniversary AS.26205	3
La2131052023 26205	ILSA.La2131052023 ILSA::4x4_5дв Anniversary 1.7 5MT AS.26205	3
La2131052023 26576	ILSA.La2131052023 AS::4x4_3-дв Luxe/Anniversary AS.26576	3
La2131052023 26576	ILSA.La2131052023 ILSA::4x4_5дв Anniversary 1.7 5MT AS.26576	3
La2170541055 20401	ILSA.La2170541055 AS::Priora Норма  AS.20401	27
La2170541055 20401	ILSA.La2170541055 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.20401	27
La2170541055 26394	ILSA.La2170541055 AS::Priora Norma AS.26394	27
La2170541055 26394	ILSA.La2170541055 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.26394	27
La2170541055 5036	ILSA.La2170541055 AS::Priora Норма  AS.5036	27
La2170541055 5036	ILSA.La2170541055 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.5036	27
La2170541057 20401	ILSA.La2170541057 AS::Priora Норма  AS.20401	9
La2170541057 20401	ILSA.La2170541057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.20401	9
La2170541057 26394	ILSA.La2170541057 AS::Priora Norma AS.26394	9
La2170541057 26394	ILSA.La2170541057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.26394	9
La2170541057 5036	ILSA.La2170541057 AS::Priora Норма  AS.5036	9
La2170541057 5036	ILSA.La2170541057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.5036	9
La2170541058 20401	ILSA.La2170541058 AS::Priora Норма  AS.20401	29
La2170541058 20401	ILSA.La2170541058 ILSA::Priora_седан Norma 1.6 106hp 5MT AS.20401	29
La2170541058 26394	ILSA.La2170541058 AS::Priora Norma AS.26394	29
La2170541058 26394	ILSA.La2170541058 ILSA::Priora_седан Norma 1.6 106hp 5MT AS.26394	29
La2170541058 5036	ILSA.La2170541058 AS::Priora Норма  AS.5036	29
La2170541058 5036	ILSA.La2170541058 ILSA::Priora_седан Norma 1.6 106hp 5MT AS.5036	29
La2170544057 20401	ILSA.La2170544057 AS::Priora Норма  AS.20401	1
La2170544057 20401	ILSA.La2170544057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.20401	1
La2170544057 26394	ILSA.La2170544057 AS::Priora Norma AS.26394	1
La2170544057 26394	ILSA.La2170544057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.26394	1
La2170544057 5036	ILSA.La2170544057 AS::Priora Норма  AS.5036	1
La2170544057 5036	ILSA.La2170544057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.5036	1
La2170545057 20401	ILSA.La2170545057 AS::Priora Норма  AS.20401	1
La2170545057 20401	ILSA.La2170545057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.20401	1
La2170545057 26394	ILSA.La2170545057 AS::Priora Norma AS.26394	1
La2170545057 26394	ILSA.La2170545057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.26394	1
La2170545057 5036	ILSA.La2170545057 AS::Priora Норма  AS.5036	1
La2170545057 5036	ILSA.La2170545057 ILSA::Priora_седан Норма 1.6 106hp 5MT AS.5036	1
La219015022X 20380	ILSA.La219015022X AS::Granta Стандарт  AS.20380	119
La219015022X 20380	ILSA.La219015022X ILSA::Granta_седан Standard 1.6 87hp 5MT AS.20380	119
La219015022X 26350	ILSA.La219015022X AS::Granta Standard AS.26350	119
La219015022X 26350	ILSA.La219015022X ILSA::Granta_седан Standard 1.6 87hp 5MT AS.26350	119
La219015022X 29630	ILSA.La219015022X AS::Granta Standard AS.29630	119
La219015022X 29630	ILSA.La219015022X ILSA::Granta_седан Standard 1.6 87hp 5MT AS.29630	119
La21901A0001 20380	ILSA.La21901A0001 AS::Granta Стандарт  AS.20380	347
La21901A0001 20380	ILSA.La21901A0001 ILSA::Granta_седан Standard 1.6 87hp 5MT AS.20380	347
La21901A0001 26350	ILSA.La21901A0001 AS::Granta Standard AS.26350	347
La21901A0001 26350	ILSA.La21901A0001 ILSA::Granta_седан Standard 1.6 87hp 5MT AS.26350	347
La21901A0001 29630	ILSA.La21901A0001 AS::Granta Standard AS.29630	347
La21901A0001 29630	ILSA.La21901A0001 ILSA::Granta_седан Standard 1.6 87hp 5MT AS.29630	347
La21907A2000 26359	ILSA.La21907A2000 AS::Granta Luxe AS.26359	52
La21907A2000 26359	ILSA.La21907A2000 ILSA::Granta_седан Luxe 1.6 106hp 5MT AS.26359	52
La21907A2000 29639	ILSA.La21907A2000 AS::Granta Luxe AS.29639	52
La21907A2000 29639	ILSA.La21907A2000 ILSA::Granta_седан Luxe 1.6 106hp 5MT AS.29639	52
La21907A2000 4785	ILSA.La21907A2000 AS::Granta Люкс AS.4785	52
La21907A2000 4785	ILSA.La21907A2000 ILSA::Granta_седан Luxe 1.6 106hp 5MT AS.4785	52
La21907A20Y0 26362	ILSA.La21907A20Y0 AS::Granta Luxe AS.26362	10
La21907A20Y0 26362	ILSA.La21907A20Y0 ILSA::Granta_седан Luxe 1.6 106hp 5AT AS.26362	10
La21907A20Y0 29643	ILSA.La21907A20Y0 AS::Granta Luxe AS.29643	10
La21907A20Y0 29643	ILSA.La21907A20Y0 ILSA::Granta_седан Luxe 1.6 106hp 5AT AS.29643	10
La21907A20Y0 4776	ILSA.La21907A20Y0 AS::Granta Люкс  AS.4776	10
La21907A20Y0 4776	ILSA.La21907A20Y0 ILSA::Granta_седан Luxe 1.6 106hp 5AT AS.4776	10
La2194752C11 20375	ILSA.La2194752C11 AS::Kalina_Cross Люкс  AS.20375	1
La2194752C11 20375	ILSA.La2194752C11 ILSA::Kalina_Cross Люкс 1.6 106hp 5MT AS.20375	1
La2194752C11 20376	ILSA.La2194752C11 AS::Kalina_Cross Люкс  AS.20376	1
La2194752C11 20376	ILSA.La2194752C11 ILSA::Kalina_Cross Люкс 1.6 106hp 5MT AS.20376	1
La2194752C11 26388	ILSA.La2194752C11 AS::Kalina_Cross Luxe AS.26388	1
La2194752C11 26388	ILSA.La2194752C11 ILSA::Kalina_Cross Люкс 1.6 106hp 5MT AS.26388	1
La2194752X11 20375	ILSA.La2194752X11 AS::Kalina_Cross Люкс  AS.20375	28
La2194752X11 20375	ILSA.La2194752X11 ILSA::Kalina_Cross Luxe 1.6 106hp 5MT AS.20375	28
La2194752X11 20376	ILSA.La2194752X11 AS::Kalina_Cross Люкс  AS.20376	28
La2194752X11 20376	ILSA.La2194752X11 ILSA::Kalina_Cross Luxe 1.6 106hp 5MT AS.20376	28
La2194752X11 26388	ILSA.La2194752X11 AS::Kalina_Cross Luxe AS.26388	28
La2194752X11 26388	ILSA.La2194752X11 ILSA::Kalina_Cross Luxe 1.6 106hp 5MT AS.26388	28
La2194752XY2 20378	ILSA.La2194752XY2 AS::Kalina_Cross Люкс  AS.20378	5
La2194752XY2 20378	ILSA.La2194752XY2 ILSA::Kalina_Cross Luxe 1.6 106hp 5AT AS.20378	5
La2194752XY2 20379	ILSA.La2194752XY2 AS::Kalina_Cross Люкс  AS.20379	5
La2194752XY2 20379	ILSA.La2194752XY2 ILSA::Kalina_Cross Luxe 1.6 106hp 5AT AS.20379	5
La2194752XY2 26390	ILSA.La2194752XY2 AS::Kalina_Cross Luxe AS.26390	5
La2194752XY2 26390	ILSA.La2194752XY2 ILSA::Kalina_Cross Luxe 1.6 106hp 5AT AS.26390	5
LeURJ201L-GNZGKW2G 20510	ILSA.LeURJ201L-GNZGKW2G AS::LX_570 Luxury 21+ AS.20510	16
LeURJ201L-GNZGKW2G 20510	ILSA.LeURJ201L-GNZGKW2G ILSA::LX_570 Luxury 21+ AS.20510	16
LeURJ201L-GNZGKW2G 20511	ILSA.LeURJ201L-GNZGKW2G AS::LX_570 Luxury 21+** AS.20511	16
LeURJ201L-GNZGKW2G 20511	ILSA.LeURJ201L-GNZGKW2G ILSA::LX_570 Luxury 21+ AS.20511	16
LeURJ201L-GNZGKW2G 29113	ILSA.LeURJ201L-GNZGKW2G AS::LX_570 Luxury 21+ AS.29113	16
LeURJ201L-GNZGKW2G 29113	ILSA.LeURJ201L-GNZGKW2G ILSA::LX_570 Luxury 21+ AS.29113	16
LeURJ201L-GNZGKW2G 29114	ILSA.LeURJ201L-GNZGKW2G AS::LX_570 Luxury 21+* AS.29114	16
LeURJ201L-GNZGKW2G 29114	ILSA.LeURJ201L-GNZGKW2G ILSA::LX_570 Luxury 21+ AS.29114	16
LeURJ201L-GNZGKW2G 29356	ILSA.LeURJ201L-GNZGKW2G AS::LX_570 Luxury 21+** AS.29356	16
